,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,impr
48,42,41,40,39,44,32,43,38,37,34,33,10,45,49,50,51,52,54,55,56,68,69,81,80,78,79,82,90,89,88,86,83,85,84,77,87,74,72,71,70,73,76,75,63,65,66,67,93,92,91,94,95,64,27,26,23,22,25,21,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,58,60,61,62,59,57,53,24,47,46,8.132787102800581
14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,58,60,61,62,59,57,53,24,47,46,48,42,41,40,39,44,32,43,38,37,34,33,10,45,49,50,51,52,54,55,56,68,69,81,80,78,79,82,90,89,88,86,83,85,84,77,87,74,72,71,70,73,76,75,63,65,66,67,93,92,91,94,95,64,27,26,23,22,25,21,20,18,17,19,16,15,-5.805208820233089
93,92,91,94,95,64,27,26,23,22,25,21,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,34,33,38,39,40,41,42,48,45,43,44,32,10,46,47,24,58,70,71,72,74,76,75,73,83,84,85,77,87,86,88,89,90,82,79,78,80,81,69,68,56,55,54,50,52,51,49,53,57,59,62,61,60,63,65,66,67,-0.6142589607396367
72,74,76,75,73,83,84,85,77,87,86,88,89,90,82,79,78,80,81,69,68,56,55,54,50,52,51,49,53,57,59,62,61,60,63,65,66,67,93,92,91,94,95,64,27,26,23,22,25,21,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,34,33,38,39,40,41,42,48,45,43,44,32,10,46,47,24,58,70,71,-1.4827873724438803
9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,34,33,38,39,40,41,42,48,45,43,44,32,10,46,47,24,58,70,71,72,74,76,75,73,83,84,85,77,87,86,88,89,90,82,79,78,80,81,69,68,56,55,54,50,52,51,49,53,57,59,62,61,60,63,65,66,67,93,92,91,94,95,64,27,26,23,22,25,21,20,18,17,19,16,15,14,13,12,11,-6.121406382207539
18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,34,33,38,39,40,41,42,48,45,43,44,32,10,46,47,24,58,70,71,72,74,76,75,73,83,84,85,77,87,86,88,89,90,82,79,78,80,81,69,68,56,55,54,50,52,51,49,53,57,59,62,61,60,63,65,66,67,93,92,91,94,95,64,27,26,23,22,25,21,20,-1.3189008706575072
55,54,50,52,51,49,53,57,59,62,61,60,63,65,66,67,93,92,91,94,95,64,27,26,23,22,25,21,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,34,33,38,39,40,41,42,48,45,43,44,32,10,46,47,24,58,70,71,72,74,76,75,73,83,84,85,77,87,86,88,89,90,82,79,78,80,81,69,68,56,-8.263357017942603
16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,34,33,38,39,40,41,42,48,45,44,43,32,10,46,47,24,53,52,49,51,50,54,55,56,68,69,81,80,78,79,82,90,89,88,86,87,77,85,84,83,73,74,76,75,72,71,70,58,57,59,60,61,62,63,65,66,67,93,92,91,94,95,64,27,26,23,22,25,21,20,18,17,19,-0.371818591265332
32,10,46,47,24,53,52,49,51,50,54,55,56,68,69,81,80,78,79,82,90,89,88,86,87,77,85,84,83,73,74,76,75,72,71,70,58,57,59,60,61,62,63,65,66,67,93,92,91,94,95,64,27,26,23,22,25,21,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,34,33,38,39,40,41,42,48,45,44,43,-4.655537613817714
24,53,52,49,51,50,54,55,56,68,69,81,80,78,79,82,90,89,88,86,87,77,85,84,83,73,74,76,75,72,71,70,58,57,59,60,61,62,63,65,66,67,93,92,91,94,95,64,27,26,23,22,25,21,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,34,33,38,39,40,41,42,48,45,44,43,32,10,46,47,-2.7717596135215565
94,95,64,27,26,23,22,25,21,20,18,17,19,16,15,14,13,12,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,34,33,38,39,40,41,42,48,45,44,43,32,10,46,47,24,53,52,49,51,50,54,55,56,68,69,81,80,78,79,82,90,89,88,86,87,77,85,84,83,73,74,76,75,72,71,70,58,57,59,60,61,62,63,65,66,67,93,92,91,-1.676429544494077
6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,34,33,38,39,40,41,42,48,45,44,43,32,10,46,47,24,53,52,49,51,50,54,55,56,68,69,81,80,78,79,82,90,89,88,86,87,77,85,84,83,73,74,76,75,72,71,70,58,57,59,60,61,62,63,65,66,67,93,92,91,94,95,64,27,26,23,22,25,21,20,18,17,19,16,15,14,13,12,11,9,8,-0.7923204898586986
27,23,22,24,59,55,56,58,70,60,62,63,57,17,64,95,93,94,91,76,74,71,73,77,84,85,87,88,82,86,89,83,90,72,61,75,81,80,69,92,67,66,65,79,78,50,53,46,47,45,10,13,8,9,3,7,4,1,0,30,35,36,38,34,37,33,43,29,54,52,51,49,41,42,40,48,39,32,6,2,31,5,12,19,15,11,14,44,28,16,68,26,18,25,20,21,19.52772154498641
33,43,29,54,52,51,49,41,42,40,48,39,32,6,2,31,5,12,19,15,11,14,44,28,16,68,26,18,25,20,21,27,23,22,24,59,55,56,58,70,60,62,63,57,17,64,95,93,94,91,76,74,71,73,77,84,85,87,88,82,86,89,83,90,72,61,75,81,80,69,92,67,66,65,79,78,50,53,46,47,45,10,13,8,9,3,7,4,1,0,30,35,36,38,34,37,4.9770041203464
88,82,86,89,83,90,72,61,75,81,80,69,92,67,66,65,79,78,50,53,46,47,45,10,13,8,9,3,7,4,1,0,30,35,36,38,34,37,33,43,29,54,52,51,49,41,42,40,48,39,32,6,2,31,5,12,19,15,11,14,44,28,16,68,26,18,25,20,21,27,23,22,24,59,55,56,58,70,60,62,63,57,17,64,95,93,94,91,76,74,71,73,77,84,85,87,2.3511355689113813
6,2,31,5,12,19,15,11,14,44,28,16,68,26,18,25,20,21,27,23,22,24,59,55,56,58,70,60,62,63,57,17,64,95,93,94,91,76,74,71,73,77,84,85,87,88,82,86,89,83,90,72,61,75,81,80,69,92,67,66,65,79,78,50,53,46,47,45,10,13,8,9,3,7,4,1,0,30,35,36,38,34,37,33,43,29,54,52,51,49,41,42,40,48,39,32,26.606598939904416
76,74,71,73,77,84,85,87,88,82,86,89,83,90,72,61,75,81,80,69,92,67,66,65,79,78,50,53,46,47,45,10,13,8,9,3,7,4,1,0,30,35,36,38,34,37,33,43,29,54,52,51,49,41,42,40,48,39,32,6,2,31,5,12,19,15,11,14,44,28,16,68,26,18,25,20,21,27,23,22,24,59,55,56,58,70,60,62,63,57,17,64,95,93,94,91,4.2869301979808085
72,61,92,67,66,65,79,78,50,51,56,55,68,54,52,57,58,69,80,81,82,90,86,89,88,87,85,84,77,73,76,91,94,93,95,64,17,53,46,47,45,10,13,8,9,3,7,4,1,0,30,35,36,38,34,37,33,43,29,49,41,42,40,48,39,32,6,2,31,5,12,19,15,11,14,44,28,16,26,18,25,20,21,27,23,22,24,59,62,63,60,70,75,74,71,83,4.615581533681823
41,42,40,48,39,32,6,2,31,5,12,19,15,11,14,44,28,16,26,18,25,20,21,27,23,22,24,59,62,63,60,70,75,74,71,83,72,61,92,67,66,65,79,78,50,51,56,55,68,54,52,57,58,69,80,81,82,90,86,89,88,87,85,84,77,73,76,91,94,93,95,64,17,53,46,47,45,10,13,8,9,3,7,4,1,0,30,35,36,38,34,37,33,43,29,49,4.203214307314099
51,56,55,68,54,52,57,58,69,80,81,82,90,86,89,88,87,85,84,77,73,76,91,94,93,95,64,17,53,46,47,45,10,13,8,9,3,7,4,1,0,30,35,36,38,34,37,33,43,29,49,41,42,40,48,39,32,6,2,31,5,12,19,15,11,14,44,28,16,26,18,25,20,21,27,23,22,24,59,62,63,60,70,75,74,71,83,72,61,92,67,66,65,79,78,50,2.03200771557049
47,45,10,13,8,9,3,7,4,1,0,30,35,36,38,34,37,33,43,29,49,41,42,40,48,39,32,6,2,31,5,12,19,15,11,14,44,28,16,26,18,25,20,21,27,23,22,24,59,62,63,60,70,75,74,71,83,72,61,92,67,66,65,79,78,50,51,56,55,68,54,52,57,58,69,80,81,82,90,86,89,88,87,85,84,77,73,76,91,94,93,95,64,17,53,46,-3.6202627087648267
40,48,39,32,6,2,31,5,12,19,15,11,14,44,28,16,26,18,25,20,21,27,23,22,24,59,62,63,60,70,75,74,71,83,72,61,92,67,66,65,79,78,50,51,56,55,68,54,52,57,58,69,80,81,82,90,86,89,88,87,85,84,77,73,76,91,94,93,95,64,17,53,46,47,45,10,13,8,9,3,7,4,1,0,30,35,36,38,34,37,33,43,29,49,41,42,4.770533340941134
55,68,54,52,57,58,69,80,81,82,90,86,89,88,87,77,85,84,83,73,76,92,91,94,93,95,64,27,26,21,18,17,16,19,53,46,47,45,10,13,8,9,3,7,4,1,0,30,35,36,38,34,37,33,43,29,49,41,42,40,48,39,32,6,2,31,5,12,15,11,14,44,28,20,25,23,22,24,59,62,63,60,70,75,71,74,72,61,67,66,65,79,78,50,51,56,-2.560007824333228
32,6,2,31,5,12,15,11,14,44,28,20,25,23,22,24,59,62,63,60,70,75,71,74,72,61,67,66,65,79,78,50,51,56,55,68,54,52,57,58,69,80,81,82,90,86,89,88,87,77,85,84,83,73,76,92,91,94,93,95,64,27,26,21,18,17,16,19,53,46,47,45,10,13,8,9,3,7,4,1,0,30,35,36,38,34,37,33,43,29,49,41,42,40,48,39,8.09194243123887
5,12,15,11,14,44,28,20,25,23,22,24,59,62,63,60,70,75,71,74,72,61,67,66,65,79,78,50,51,56,55,68,54,52,57,58,69,80,81,82,90,86,89,88,87,77,85,84,83,73,76,92,91,94,93,95,64,27,26,21,18,17,16,19,53,46,47,45,10,13,8,9,3,7,4,1,0,30,35,36,38,34,37,33,43,29,49,41,42,40,48,39,32,6,2,31,26.606598939904416
82,90,86,89,88,87,77,85,84,83,73,76,92,91,94,93,95,64,27,26,21,18,17,16,19,53,46,47,45,10,13,8,9,3,7,4,1,0,30,35,36,38,34,37,33,43,29,49,41,42,40,48,39,32,6,2,31,5,12,15,11,14,44,28,20,25,23,22,24,59,62,63,60,70,75,71,74,72,61,67,66,65,79,78,50,51,56,55,68,54,52,57,58,69,80,81,7.563773000879564
9,3,7,4,1,0,30,35,36,38,34,37,33,43,29,49,41,42,40,48,39,32,6,2,31,5,12,15,11,14,44,28,20,25,23,22,24,59,62,63,60,70,75,71,74,72,61,67,66,65,79,78,50,51,56,55,68,54,52,57,58,69,80,81,82,90,86,89,88,87,77,85,84,83,73,76,92,91,94,93,95,64,27,26,21,18,17,16,19,53,46,47,45,10,13,8,7.0926315682181045
50,51,56,55,68,54,52,57,58,69,80,81,82,90,86,89,88,87,77,85,84,83,73,76,92,91,94,93,95,64,27,26,25,21,20,18,17,19,16,14,15,12,13,11,9,8,6,7,5,4,3,2,1,0,30,35,36,38,34,37,33,43,29,49,41,42,40,48,39,32,31,10,45,47,46,53,44,28,23,22,24,59,62,63,60,70,75,71,74,72,61,67,66,65,79,78,7.223699569838232
89,88,87,77,85,84,83,73,76,92,91,94,93,95,64,27,26,25,21,20,18,17,19,16,14,15,12,13,11,9,8,6,7,5,4,3,2,1,0,30,35,36,38,34,37,33,43,29,49,41,42,40,48,39,32,31,10,45,47,46,53,44,28,23,22,24,59,62,63,60,70,75,71,74,72,61,67,66,65,79,78,50,51,56,55,68,54,52,57,58,69,80,81,82,90,86,-0.3709257377132644
46,53,44,28,23,22,24,59,62,63,60,70,75,71,74,72,61,67,66,65,79,78,50,51,56,55,68,54,52,57,58,69,80,81,82,90,86,89,88,87,77,85,84,83,73,76,92,91,94,93,95,64,27,26,25,21,20,18,17,19,16,14,15,12,13,11,9,8,6,7,5,4,3,2,1,0,30,35,36,38,34,37,33,43,29,49,41,42,40,48,39,32,31,10,45,47,0.9563142972248997
33,43,29,49,41,42,40,48,39,32,31,10,45,47,46,53,44,28,23,22,24,59,62,63,60,70,75,71,74,72,61,67,66,65,79,78,50,51,56,55,68,54,52,57,58,69,80,81,82,90,86,89,88,87,77,85,84,83,73,76,92,91,94,93,95,64,27,26,25,21,20,18,17,19,16,14,15,12,13,11,9,8,6,7,5,4,3,2,1,0,30,35,36,38,34,37,6.1345026304787105
52,57,58,69,80,81,82,90,86,89,88,87,77,85,84,83,73,76,92,91,94,93,95,64,27,26,25,21,20,18,17,19,16,14,15,12,13,11,9,8,6,7,5,4,3,2,1,0,30,35,36,38,34,37,33,43,29,49,41,42,40,48,39,32,31,10,45,47,46,53,44,28,23,22,24,59,62,63,60,70,75,71,74,72,61,67,66,65,79,78,50,51,56,55,68,54,2.0961791818826097
85,84,83,73,76,92,91,94,93,95,64,27,26,25,21,20,18,17,19,16,14,15,12,13,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,38,39,40,41,42,48,44,43,33,34,32,10,47,53,46,45,49,23,22,24,59,62,63,60,70,75,71,74,72,61,67,66,65,79,78,50,51,56,55,68,54,52,57,58,69,80,81,82,90,86,89,88,87,77,1.3379236064520228
1,28,0,29,30,31,35,36,37,38,39,40,41,42,48,44,43,33,34,32,10,47,53,46,45,49,23,22,24,59,62,63,60,70,75,71,74,72,61,67,66,65,79,78,50,51,56,55,68,54,52,57,58,69,80,81,82,90,86,89,88,87,77,85,84,83,73,76,92,91,94,93,95,64,27,26,25,21,20,18,17,19,16,14,15,12,13,11,9,8,6,7,5,4,3,2,-10.586406942348095
9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,38,39,40,41,42,48,44,43,33,34,32,10,47,53,46,45,49,23,22,24,59,62,63,60,70,75,71,74,72,61,67,66,65,79,78,50,51,56,55,68,54,52,57,58,69,80,81,82,90,86,89,88,87,77,85,84,83,73,76,92,91,94,93,95,64,27,26,25,21,20,18,17,19,16,14,15,12,13,11,-6.032200891366228
58,69,80,81,82,90,86,89,88,87,77,85,84,83,73,76,92,91,94,93,95,64,27,26,25,21,20,18,17,19,16,14,15,12,13,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,38,39,40,41,42,48,44,43,33,34,32,10,47,53,46,45,49,23,22,24,59,62,63,60,70,75,71,74,72,61,67,66,65,79,78,50,51,56,55,68,54,52,57,-0.13746990668036574
51,56,55,68,54,52,57,58,69,80,81,82,90,86,89,88,87,77,85,84,83,73,76,92,91,94,93,95,64,27,26,25,21,20,18,17,19,16,14,15,12,13,11,9,8,6,7,5,4,3,2,1,28,0,29,30,31,35,36,37,38,39,40,41,42,48,44,43,33,34,32,10,47,53,46,45,49,23,22,24,59,62,63,60,70,75,71,74,72,61,67,66,65,79,78,50,2.03200771557049
28,1,2,3,4,5,7,6,8,9,11,12,13,15,14,16,19,17,18,20,21,25,27,64,95,93,94,91,92,76,73,83,84,85,77,87,88,89,86,90,82,81,80,69,57,52,54,68,79,78,50,51,56,55,58,53,59,61,62,60,71,70,72,74,75,67,66,65,63,26,22,23,24,47,46,49,45,10,32,33,34,43,44,48,42,41,40,39,38,37,36,35,31,30,29,0,-1.150022397931183
43,44,48,42,41,40,39,38,37,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,15,14,16,19,17,18,20,21,25,27,64,95,93,94,91,92,76,73,83,84,85,77,87,88,89,86,90,82,81,80,69,57,52,54,68,79,78,50,51,56,55,58,53,59,61,62,60,71,70,72,74,75,67,66,65,63,26,22,23,24,47,46,49,45,10,32,33,34,-0.9033573411017688
35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,15,14,16,19,17,18,20,21,25,27,64,95,93,94,91,92,76,73,83,84,85,77,87,88,89,86,90,82,81,80,69,57,52,54,68,79,78,50,51,56,55,58,53,59,61,62,60,71,70,72,74,75,67,66,65,63,26,22,23,24,47,46,49,45,10,32,33,34,43,44,48,42,41,40,39,38,37,36,-5.742543650551507
86,90,82,81,80,69,57,52,54,68,79,78,50,51,56,55,58,53,59,61,62,60,71,70,72,74,75,67,66,65,63,26,22,23,24,47,46,49,45,10,32,33,34,43,44,48,42,41,40,39,38,37,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,15,14,16,19,17,18,20,21,25,27,64,95,93,94,91,92,76,73,83,84,85,77,87,88,89,-1.611399661907452
81,80,69,57,52,54,68,79,78,50,51,56,55,58,53,59,61,62,60,71,70,72,74,75,67,66,65,63,26,22,23,24,47,46,49,45,10,32,33,34,43,44,48,42,41,40,39,38,37,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,15,14,16,19,17,18,20,21,25,27,64,95,93,94,91,92,76,73,83,84,85,77,87,88,89,86,90,82,0.808087295375012
57,59,62,61,60,70,71,72,74,75,67,66,65,63,26,22,23,24,47,46,49,45,10,32,33,34,43,44,48,42,41,40,39,38,37,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,14,15,16,19,17,18,20,21,25,27,64,95,93,94,92,91,76,73,83,84,85,77,87,88,89,86,90,82,81,80,79,78,68,69,58,56,55,54,50,51,52,53,-4.292543199139972
22,23,24,47,46,49,45,10,32,33,34,43,44,48,42,41,40,39,38,37,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,14,15,16,19,17,18,20,21,25,27,64,95,93,94,92,91,76,73,83,84,85,77,87,88,89,86,90,82,81,80,79,78,68,69,58,56,55,54,50,51,52,53,57,59,62,61,60,70,71,72,74,75,67,66,65,63,26,-2.8593800778224967
95,93,94,92,91,76,73,83,84,85,77,87,88,89,86,90,82,81,80,79,78,68,69,58,56,55,54,50,51,52,53,57,59,62,61,60,70,71,72,74,75,67,66,65,63,26,22,23,24,47,46,49,45,10,32,33,34,43,44,48,42,41,40,39,38,37,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,14,15,16,19,17,18,20,21,25,27,64,-7.27584548767236
46,49,45,10,32,33,34,43,44,48,42,41,40,39,38,37,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,14,15,16,19,17,18,20,21,25,27,64,95,93,94,92,91,76,73,83,84,85,77,87,88,89,86,90,82,81,80,79,78,68,69,58,56,55,54,50,51,52,53,57,59,62,61,60,70,71,72,74,75,67,66,65,63,26,22,23,24,47,-6.681518659441574
12,13,14,15,16,19,17,18,20,21,25,27,64,95,93,94,92,91,76,73,83,84,85,77,87,88,89,86,90,82,81,80,79,78,68,69,58,56,55,54,50,51,52,53,57,59,62,61,60,70,71,72,74,75,67,66,65,63,26,22,23,24,47,46,49,45,10,32,33,34,43,44,48,42,41,40,39,38,37,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,-2.4029021605666854
25,23,24,53,59,60,57,51,49,48,39,37,34,36,33,32,43,41,38,40,42,50,52,54,56,58,70,74,72,75,61,62,55,31,79,90,35,47,29,22,20,21,27,64,65,67,66,80,78,68,45,10,44,46,15,14,13,11,8,7,4,1,28,30,2,0,3,5,12,9,6,16,19,17,18,95,94,93,92,91,71,69,81,82,89,83,73,88,77,87,86,84,85,76,63,26,-0.06343089482955833
53,59,60,57,51,49,48,39,37,34,36,33,32,43,41,38,40,42,50,52,54,56,58,70,74,72,75,61,62,55,31,79,90,35,47,29,22,20,21,27,64,65,67,66,80,78,68,45,10,44,46,15,14,13,11,8,7,4,1,28,30,2,0,3,5,12,9,6,16,19,17,18,95,94,93,92,91,71,69,81,82,89,83,73,88,77,87,86,84,85,76,63,26,25,23,24,5.154980507431041
38,40,42,50,52,54,56,58,70,74,72,75,61,62,55,31,79,90,35,47,29,22,20,21,27,64,65,67,66,80,78,68,45,10,44,46,15,14,13,11,8,7,4,1,28,30,2,0,3,5,12,9,6,16,19,17,18,95,94,93,92,91,71,69,81,82,89,83,73,88,77,87,86,84,85,76,63,26,25,23,24,53,59,60,57,51,49,48,39,37,34,36,33,32,43,41,9.18301879412661
48,39,37,34,36,33,32,43,41,38,40,42,50,52,54,56,58,70,74,72,75,61,62,55,31,79,90,35,47,29,22,20,21,27,64,65,67,66,80,78,68,45,10,44,46,15,14,13,11,8,7,4,1,28,30,2,0,3,5,12,9,6,16,19,17,18,95,94,93,92,91,71,69,81,82,89,83,73,88,77,87,86,84,85,76,63,26,25,23,24,53,59,60,57,51,49,5.939176971919615
43,41,38,40,42,50,52,54,56,58,70,74,72,75,61,62,55,31,79,90,35,47,29,22,20,21,27,64,65,67,66,80,78,68,45,10,44,46,15,14,13,11,8,7,4,1,28,30,2,0,3,5,12,9,6,16,19,17,18,95,94,93,92,91,71,69,81,82,89,83,73,88,77,87,86,84,85,76,63,26,25,23,24,53,59,60,57,51,49,48,39,37,34,36,33,32,5.983000420915168
44,46,15,14,13,11,8,7,4,1,28,30,2,0,3,5,12,9,6,16,19,17,18,95,94,93,92,91,66,67,65,64,27,25,21,20,22,24,53,68,90,89,88,87,77,85,84,86,83,73,82,79,78,38,39,48,49,51,57,60,59,23,26,63,76,71,69,81,80,31,37,34,36,33,32,43,41,40,42,50,52,54,56,58,70,74,72,75,61,62,55,35,29,47,45,10,5.1620958854907215
15,14,13,11,8,7,4,1,28,30,2,0,3,5,12,9,6,16,19,17,18,95,94,93,92,91,66,67,65,64,27,25,21,20,22,24,53,68,90,89,88,87,77,85,84,86,83,73,82,79,78,38,39,48,49,51,57,60,59,23,26,63,76,71,69,81,80,31,37,34,36,33,32,43,41,40,42,50,52,54,56,58,70,74,72,75,61,62,55,35,29,47,45,10,44,46,17.74739389261287
70,74,72,75,61,62,55,35,29,47,45,10,44,46,15,14,13,11,8,7,4,1,28,30,2,0,3,5,12,9,6,16,19,17,18,95,94,93,92,91,66,67,65,64,27,25,21,20,22,24,53,68,90,89,88,87,77,85,84,86,83,73,82,79,78,38,39,48,49,51,57,60,59,23,26,63,76,71,69,81,80,31,37,34,36,33,32,43,41,40,42,50,52,54,56,58,3.9404145486406286
47,45,10,44,46,15,14,13,11,8,7,4,1,28,30,2,0,3,5,12,9,6,16,19,17,18,95,94,93,92,91,66,67,65,64,27,25,21,20,22,24,53,68,90,89,88,87,77,85,84,86,83,73,82,79,78,38,39,48,49,51,57,60,59,23,26,63,76,71,69,81,80,31,37,34,36,33,32,43,41,40,42,50,52,54,56,58,70,74,72,75,61,62,55,35,29,22.179553121296646
83,73,82,79,78,38,39,48,49,51,57,60,59,23,26,63,76,71,69,81,80,31,37,34,36,33,32,43,41,40,42,50,52,54,56,58,70,74,72,75,61,62,55,35,29,47,45,10,44,46,15,14,13,11,8,7,4,1,28,30,2,0,3,5,12,9,6,16,19,17,18,95,94,93,92,91,66,67,65,64,27,25,21,20,22,24,53,68,90,89,88,87,77,85,84,86,-0.567486517430261
51,49,45,10,15,14,13,11,8,7,4,1,28,2,0,3,5,12,9,6,16,19,17,18,95,94,93,92,91,66,67,65,64,27,25,21,20,22,24,53,68,90,89,88,87,77,85,84,86,83,73,82,79,78,30,29,31,35,36,37,43,32,33,34,38,39,40,41,42,48,44,46,47,55,62,61,75,72,74,70,58,56,54,52,50,69,81,80,71,76,63,26,23,59,60,57,9.162507933587886
80,71,76,63,26,23,59,60,57,51,49,45,10,15,14,13,11,8,7,4,1,28,2,0,3,5,12,9,6,16,19,17,18,95,94,93,92,91,66,67,65,64,27,25,21,20,22,24,53,68,90,89,88,87,77,85,84,86,83,73,82,79,78,30,29,31,35,36,37,43,32,33,34,38,39,40,41,42,48,44,46,47,55,62,61,75,72,74,70,58,56,54,52,50,69,81,2.300602183336764
58,56,54,52,50,69,81,80,71,76,63,26,23,59,60,57,51,49,45,10,15,14,13,11,8,7,4,1,28,2,0,3,5,12,9,6,16,19,17,18,95,94,93,92,91,66,67,65,64,27,25,21,20,22,24,53,68,90,89,88,87,77,85,84,86,83,73,82,79,78,30,29,31,35,36,37,43,32,33,34,38,39,40,41,42,48,44,46,47,55,62,61,75,72,74,70,3.9404145486406286
65,64,27,25,21,20,22,24,53,68,90,89,88,87,77,85,84,86,83,73,82,79,78,30,29,31,35,36,37,43,32,33,34,38,39,40,41,42,48,44,46,47,55,62,61,75,72,74,70,58,56,54,52,50,69,81,80,71,76,63,26,23,59,60,57,51,49,45,10,15,14,13,11,8,7,4,1,28,2,0,3,5,12,9,6,16,19,17,18,95,94,93,92,91,66,67,2.990201322775519
21,20,22,24,53,68,90,89,88,87,77,85,84,86,83,73,82,79,78,30,29,31,35,36,37,43,32,33,34,38,39,40,41,42,48,44,46,47,55,62,61,75,72,74,70,58,56,54,52,50,69,81,80,71,76,63,26,23,59,60,57,51,49,45,10,15,14,13,11,8,7,4,1,28,2,0,3,5,12,9,6,16,19,17,18,95,94,93,92,91,66,67,65,64,27,25,-0.16114539945370865
44,46,47,57,59,62,23,26,63,75,76,74,72,71,70,60,61,58,81,80,69,56,55,52,54,50,51,49,45,10,9,12,15,14,13,11,8,7,4,1,28,2,0,3,5,6,16,19,17,18,95,94,93,92,91,66,67,65,64,27,25,21,20,22,24,53,68,90,89,88,87,77,85,84,86,83,73,82,79,78,30,29,31,35,36,37,43,32,33,34,38,39,40,41,42,48,2.5621599158958404
92,91,66,67,65,64,27,25,21,20,22,24,53,68,90,89,88,87,77,85,84,86,83,73,82,79,78,30,29,31,35,36,37,43,32,33,34,38,39,40,41,42,48,44,46,47,57,59,62,23,26,63,75,76,74,72,71,70,60,61,58,81,80,69,56,55,52,54,50,51,49,45,10,9,12,15,14,13,11,8,7,4,1,28,2,0,3,5,6,16,19,17,18,95,94,93,2.5099274640141616
91,66,67,65,64,27,25,21,20,22,24,53,68,90,89,88,87,77,85,84,86,83,73,82,79,78,30,29,31,35,36,37,43,32,33,34,38,39,40,41,42,48,44,46,47,57,59,62,23,26,63,75,76,74,72,71,70,60,61,58,81,80,69,56,55,52,54,50,51,49,45,10,9,12,15,14,13,11,8,7,4,1,28,2,0,3,5,6,16,19,17,18,95,94,93,92,-5.128232450318087
94,93,92,91,66,67,65,64,27,25,21,20,22,24,53,68,90,89,88,87,77,85,84,86,83,73,82,79,78,30,29,31,35,36,37,43,32,33,34,38,39,40,41,42,48,44,46,47,57,59,62,23,26,63,75,76,74,72,71,70,60,61,58,81,80,69,56,55,52,54,50,51,49,45,10,9,12,15,14,13,11,8,7,4,1,28,2,0,3,5,6,16,19,17,18,95,2.5099274640141616
13,11,8,7,4,1,28,2,0,3,5,6,16,19,17,18,95,94,93,92,91,66,67,65,64,27,25,21,20,22,24,53,68,90,89,88,87,77,85,84,86,83,73,82,79,78,30,29,31,35,36,37,43,32,33,34,38,39,40,41,42,48,44,46,47,57,59,62,23,26,63,75,76,74,72,71,70,60,61,58,81,80,69,56,55,52,54,50,51,49,45,10,9,12,15,14,0.3853032021702063
59,22,62,65,67,66,91,92,93,94,95,64,27,26,63,75,76,74,72,71,70,60,61,58,81,80,69,56,55,68,90,89,88,87,77,85,84,86,83,73,82,79,78,30,29,31,35,36,37,43,32,33,34,38,39,40,41,42,48,44,45,10,6,4,3,28,0,1,2,5,7,8,9,11,12,13,14,15,16,19,17,18,20,21,25,23,24,47,46,49,51,50,54,52,53,57,-1.4667150327117646
51,50,54,52,53,57,59,22,62,65,67,66,91,92,93,94,95,64,27,26,63,75,76,74,72,71,70,60,61,58,81,80,69,56,55,68,90,89,88,87,77,85,84,86,83,73,82,79,78,30,29,31,35,36,37,43,32,33,34,38,39,40,41,42,48,44,45,10,6,4,3,28,0,1,2,5,7,8,9,11,12,13,14,15,16,19,17,18,20,21,25,23,24,47,46,49,-2.267538717655465
