,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,score,opt_d,step
65,66,61,63,64,93,91,92,95,25,26,22,21,23,18,20,15,13,11,9,8,6,4,1,0,3,10,12,16,17,19,45,24,32,34,33,7,14,27,47,5,2,67,80,89,94,82,78,79,87,85,90,51,50,48,39,38,42,41,44,40,37,35,30,28,31,29,36,43,49,52,53,55,54,46,57,68,81,69,71,73,72,83,86,88,84,77,76,74,75,70,58,60,59,56,62,-1278.1613872026853,1226.078053869352,10
93,91,92,95,25,26,22,21,23,18,20,15,13,11,9,8,6,4,1,0,3,10,12,16,17,19,45,24,32,34,33,7,14,27,47,5,2,67,80,89,94,82,78,79,87,85,90,51,50,48,39,38,42,41,44,40,37,35,30,28,31,29,36,43,49,52,53,55,54,46,57,68,81,69,71,73,72,83,86,88,84,77,76,74,75,70,58,60,59,56,62,65,66,61,63,64,-1243.2778348075929,1191.1945014742596,10
27,0,14,79,42,39,43,32,33,31,30,36,37,35,28,1,5,8,9,7,3,11,13,6,2,4,29,40,49,48,50,41,38,45,52,54,51,55,56,68,53,57,60,61,63,62,67,75,76,72,74,70,58,59,65,66,26,64,22,25,24,46,47,15,12,19,17,20,18,16,23,21,95,92,93,73,85,84,88,77,87,83,89,86,90,81,69,80,71,91,82,94,10,34,78,44,-1242.7365509406168,1190.6532176072835,10
20,18,16,23,21,95,92,93,73,85,84,88,77,87,83,89,86,90,81,69,80,71,91,82,94,10,34,78,44,27,0,14,79,42,39,43,32,33,31,30,36,37,35,28,1,5,8,9,7,3,11,13,6,2,4,29,40,49,48,50,41,38,45,52,54,51,55,56,68,53,57,60,61,63,62,67,75,76,72,74,70,58,59,65,66,26,64,22,25,24,46,47,15,12,19,17,-1337.8454315075728,1285.7620981742396,10
65,66,26,64,22,25,24,46,47,15,12,19,17,20,18,16,23,21,95,92,93,73,85,84,88,77,87,83,89,86,90,81,69,80,71,91,82,94,10,34,78,44,27,0,14,79,42,39,43,32,33,31,30,36,37,35,28,1,5,8,9,7,3,11,13,6,2,4,29,40,49,48,50,41,38,45,52,54,51,55,56,68,53,57,60,61,63,62,67,75,76,72,74,70,58,59,-1326.4299243486648,1274.3465910153316,10
22,25,24,46,47,15,12,19,17,20,18,16,23,21,95,92,93,73,85,84,88,77,87,83,89,86,90,81,69,80,71,91,82,94,10,34,78,44,27,0,14,79,42,39,43,32,33,31,30,36,37,35,28,1,5,8,9,7,3,11,13,6,2,4,29,40,49,48,50,41,38,45,52,54,51,55,56,68,53,57,60,61,63,62,67,75,76,72,74,70,58,59,65,66,26,64,-1316.1196361667357,1264.0363028334025,10
54,51,55,56,68,53,57,60,61,63,62,67,75,76,72,74,70,58,59,65,66,26,64,22,25,24,46,47,15,12,19,17,20,18,16,23,21,95,92,93,73,85,84,88,77,87,83,89,86,90,81,69,80,71,91,82,94,10,34,78,44,27,0,14,79,42,39,43,32,33,31,30,36,37,35,28,1,5,8,9,7,3,11,13,6,2,4,29,40,49,48,50,41,38,45,52,-1304.2987304129829,1252.2153970796496,10
70,73,91,74,67,93,66,92,94,64,95,22,24,53,46,52,50,49,48,39,42,43,32,44,41,45,10,13,14,8,5,9,3,6,1,29,28,35,30,31,37,33,38,51,58,68,78,82,79,36,54,0,4,47,34,2,18,75,40,16,7,88,19,11,12,15,17,20,21,23,27,26,25,62,60,63,65,61,59,56,57,55,69,81,80,83,77,85,84,87,86,90,89,76,71,72,-1412.1092489745713,1360.025915641238,10
8,5,9,3,6,1,29,28,35,30,31,37,33,38,51,58,68,78,82,79,36,54,0,4,47,34,2,18,75,40,16,7,88,19,11,12,15,17,20,21,23,27,26,25,62,60,63,65,61,59,56,57,55,69,81,80,83,77,85,84,87,86,90,89,76,71,72,70,73,91,74,67,93,66,92,94,64,95,22,24,53,46,52,50,49,48,39,42,43,32,44,41,45,10,13,14,-1424.4025266772785,1372.3191933439452,10
18,75,40,16,7,88,19,11,12,15,17,20,21,23,27,26,25,62,60,63,65,61,59,56,57,55,69,81,80,83,77,85,84,87,86,90,89,76,71,72,70,73,91,74,67,93,66,92,94,64,95,22,24,53,46,52,50,49,48,39,42,43,32,44,41,45,10,13,14,8,5,9,3,6,1,29,28,35,30,31,37,33,38,51,58,68,78,82,79,36,54,0,4,47,34,2,-1428.3790224049253,1376.295689071592,10
74,67,93,66,92,94,64,95,22,24,53,46,52,50,49,48,39,42,43,32,44,41,45,10,13,14,8,5,9,3,6,1,29,28,35,30,31,37,33,38,51,58,68,78,82,79,36,54,0,4,47,34,2,18,75,40,16,7,88,19,11,12,15,17,20,21,23,27,26,25,62,60,63,65,61,59,56,57,55,69,81,80,83,77,85,84,87,86,90,89,76,71,72,70,73,91,-1425.5270512985512,1373.443717965218,10
58,68,78,82,79,36,54,0,4,47,34,2,18,75,40,16,7,88,19,11,12,15,17,20,21,23,27,26,25,62,60,63,65,61,59,56,57,55,69,81,80,83,77,85,84,87,86,90,89,76,71,72,70,73,91,74,67,93,66,92,94,64,95,22,24,53,46,52,50,49,48,39,42,43,32,44,41,45,10,13,14,8,5,9,3,6,1,29,28,35,30,31,37,33,38,51,-1359.925535899248,1307.8422025659147,10
21,22,23,27,20,26,95,94,64,92,93,81,78,86,62,25,16,44,10,19,54,60,17,14,1,79,2,80,48,39,40,38,42,51,49,50,41,52,55,58,70,75,74,77,73,85,83,87,76,71,72,84,90,88,89,91,66,65,67,63,61,59,56,69,82,68,57,53,24,46,45,47,43,37,35,34,31,29,30,32,36,28,33,0,4,6,8,5,3,11,7,12,13,9,15,18,-1402.7603739337526,1350.6770406004193,10
5,3,11,7,12,13,9,15,18,21,22,23,27,20,26,95,94,64,92,93,81,78,86,62,25,16,44,10,19,54,60,17,14,1,79,2,80,48,39,40,38,42,51,49,50,41,52,55,58,70,75,74,77,73,85,83,87,76,71,72,84,90,88,89,91,66,65,67,63,61,59,56,69,82,68,57,53,24,46,45,47,43,37,35,34,31,29,30,32,36,28,33,0,4,6,8,-1427.2702186683355,1375.1868853350022,10
3,11,7,12,13,9,15,18,21,22,23,27,20,26,95,94,64,92,93,81,78,86,62,25,16,44,10,19,54,60,17,14,1,79,2,80,48,39,40,38,42,51,49,50,41,52,55,58,70,75,74,77,73,85,83,87,76,71,72,84,90,88,89,91,66,65,67,63,61,59,56,69,82,68,57,53,24,46,45,47,43,37,35,34,31,29,30,32,36,28,33,0,4,6,8,5,-1427.9371883713764,1375.853855038043,10
2,80,48,39,40,38,42,51,49,50,41,52,55,58,70,75,74,77,73,85,83,87,76,71,72,84,90,88,89,91,66,65,67,63,61,59,56,69,82,68,57,53,24,46,45,47,43,37,35,34,31,29,30,32,36,28,33,0,4,6,8,5,3,11,7,12,13,9,15,18,21,22,23,27,20,26,95,94,64,92,93,81,78,86,62,25,16,44,10,19,54,60,17,14,1,79,-1374.5618888350082,1322.478555501675,10
30,32,36,28,33,0,4,6,8,5,3,11,7,12,13,9,15,18,21,22,23,27,20,26,95,94,64,92,93,81,78,86,62,25,16,44,10,19,54,60,17,14,1,79,2,80,48,39,40,38,42,51,49,50,41,52,55,58,70,75,74,77,73,85,83,87,76,71,72,84,90,88,89,91,66,65,67,63,61,59,56,69,82,68,57,53,24,46,45,47,43,37,35,34,31,29,-1404.0199779290244,1351.9366445956912,10
64,27,21,26,62,58,60,71,73,84,77,76,75,70,67,93,92,74,85,88,83,72,66,61,25,23,22,17,19,18,16,15,14,11,6,3,7,8,4,10,45,51,46,54,44,43,1,32,5,2,38,68,50,80,82,81,87,90,86,95,89,79,47,24,20,94,9,0,78,13,91,12,33,35,36,31,29,28,30,37,34,40,41,42,39,48,49,52,57,55,69,56,53,59,63,65,-1457.2225002832768,1405.1391669499435,10
42,39,48,49,52,57,55,69,56,53,59,63,65,64,27,21,26,62,58,60,71,73,84,77,76,75,70,67,93,92,74,85,88,83,72,66,61,25,23,22,17,19,18,16,15,14,11,6,3,7,8,4,10,45,51,46,54,44,43,1,32,5,2,38,68,50,80,82,81,87,90,86,95,89,79,47,24,20,94,9,0,78,13,91,12,33,35,36,31,29,28,30,37,34,40,41,-1402.9513123275456,1350.8679789942123,10
13,91,12,33,35,36,31,29,28,30,37,34,40,41,42,39,48,49,52,57,55,69,56,53,59,63,65,64,27,21,26,62,58,60,71,73,84,77,76,75,70,67,93,92,74,85,88,83,72,66,61,25,23,22,17,19,18,16,15,14,11,6,3,7,8,4,10,45,51,46,54,44,43,1,32,5,2,38,68,50,80,82,81,87,90,86,95,89,79,47,24,20,94,9,0,78,-1255.013644359011,1202.9303110256778,10
70,67,93,92,74,85,88,83,72,66,61,25,23,22,17,19,18,16,15,14,11,6,3,7,8,4,10,45,51,46,54,44,43,1,32,5,2,38,68,50,80,82,81,87,90,86,95,89,79,47,24,20,94,9,0,78,13,91,12,33,35,36,31,29,28,30,37,34,40,41,42,39,48,49,52,57,55,69,56,53,59,63,65,64,27,21,26,62,58,60,71,73,84,77,76,75,-1418.3973422700403,1366.314008936707,10
48,49,52,57,55,69,56,53,59,63,65,64,27,21,26,62,58,60,71,73,84,77,76,75,70,67,93,92,74,85,88,83,72,66,61,25,23,22,17,19,18,16,15,14,11,6,3,7,8,4,10,45,51,46,54,44,43,1,32,5,2,38,68,50,80,82,81,87,90,86,95,89,79,47,24,20,94,9,0,78,13,91,12,33,35,36,31,29,28,30,37,34,40,41,42,39,-1401.2860219566764,1349.2026886233432,10
15,13,16,17,22,20,19,18,14,47,45,44,42,49,50,52,51,48,39,40,37,33,35,36,30,28,0,1,29,32,38,31,41,34,54,57,55,69,81,90,82,86,85,83,73,72,74,70,75,66,65,67,60,62,26,27,64,95,63,61,71,76,87,91,94,77,80,89,88,84,93,23,24,46,10,9,53,59,25,56,58,68,78,21,92,43,79,3,8,6,4,7,2,5,11,12,-1305.455595129431,1253.3722617960977,10
49,50,52,51,48,39,40,37,33,35,36,30,28,0,1,29,32,38,31,41,34,54,57,55,69,81,90,82,86,85,83,73,72,74,70,75,66,65,67,60,62,26,27,64,95,63,61,71,76,87,91,94,77,80,89,88,84,93,23,24,46,10,9,53,59,25,56,58,68,78,21,92,43,79,3,8,6,4,7,2,5,11,12,15,13,16,17,22,20,19,18,14,47,45,44,42,-1259.2080350173453,1207.124701684012,10
43,79,3,8,6,4,7,2,5,11,12,15,13,16,17,22,20,19,18,14,47,45,44,42,49,50,52,51,48,39,40,37,33,35,36,30,28,0,1,29,32,38,31,41,34,54,57,55,69,81,90,82,86,85,83,73,72,74,70,75,66,65,67,60,62,26,27,64,95,63,61,71,76,87,91,94,77,80,89,88,84,93,23,24,46,10,9,53,59,25,56,58,68,78,21,92,-1262.88754377864,1210.8042104453068,10
47,45,44,42,49,50,52,51,48,39,40,37,33,35,36,30,28,0,1,29,32,38,31,41,34,54,57,55,69,81,90,82,86,85,83,73,72,74,70,75,66,65,67,60,62,26,27,64,95,63,61,71,76,87,91,94,77,80,89,88,84,93,23,24,46,10,9,53,59,25,56,58,68,78,21,92,43,79,3,8,6,4,7,2,5,11,12,15,13,16,17,22,20,19,18,14,-1272.9362458484586,1220.8529125151254,10
68,78,21,92,43,79,3,8,6,4,7,2,5,11,12,15,13,16,17,22,20,19,18,14,47,45,44,42,49,50,52,51,48,39,40,37,33,35,36,30,28,0,1,29,32,38,31,41,34,54,57,55,69,81,90,82,86,85,83,73,72,74,70,75,66,65,67,60,62,26,27,64,95,63,61,71,76,87,91,94,77,80,89,88,84,93,23,24,46,10,9,53,59,25,56,58,-1242.9847067166684,1190.901373383335,10
38,34,31,30,36,33,32,44,39,43,37,35,28,1,2,6,3,4,7,8,11,12,15,17,21,20,25,24,23,27,63,62,60,71,75,76,74,77,87,84,88,85,89,73,72,81,83,70,67,93,91,86,80,69,58,55,52,48,40,56,57,47,46,59,65,66,95,26,22,18,10,13,19,9,5,49,53,14,45,61,82,68,79,64,92,94,16,90,0,29,78,50,54,51,42,41,-1319.3553946415793,1267.272061308246,10
25,24,23,27,63,62,60,71,75,76,74,77,87,84,88,85,89,73,72,81,83,70,67,93,91,86,80,69,58,55,52,48,40,56,57,47,46,59,65,66,95,26,22,18,10,13,19,9,5,49,53,14,45,61,82,68,79,64,92,94,16,90,0,29,78,50,54,51,42,41,38,34,31,30,36,33,32,44,39,43,37,35,28,1,2,6,3,4,7,8,11,12,15,17,21,20,-1309.8870976722485,1257.8037643389152,10
43,37,35,28,1,2,6,3,4,7,8,11,12,15,17,21,20,25,24,23,27,63,62,60,71,75,76,74,77,87,84,88,85,89,73,72,81,83,70,67,93,91,86,80,69,58,55,52,48,40,56,57,47,46,59,65,66,95,26,22,18,10,13,19,9,5,49,53,14,45,61,82,68,79,64,92,94,16,90,0,29,78,50,54,51,42,41,38,34,31,30,36,33,32,44,39,-1314.4429761458903,1262.359642812557,10
63,62,60,71,75,76,74,77,87,84,88,85,89,73,72,81,83,70,67,93,91,86,80,69,58,55,52,48,40,56,57,47,46,59,65,66,95,26,22,18,10,13,19,9,5,49,53,14,45,61,82,68,79,64,92,94,16,90,0,29,78,50,54,51,42,41,38,34,31,30,36,33,32,44,39,43,37,35,28,1,2,6,3,4,7,8,11,12,15,17,21,20,25,24,23,27,-1303.3373412073988,1251.2540078740656,10
68,79,64,92,94,16,90,0,29,78,50,54,51,42,41,38,34,31,30,36,33,32,44,39,43,37,35,28,1,2,6,3,4,7,8,11,12,15,17,21,20,25,24,23,27,63,62,60,71,75,76,74,77,87,84,88,85,89,73,72,81,83,70,67,93,91,86,80,69,58,55,52,48,40,56,57,47,46,59,65,66,95,26,22,18,10,13,19,9,5,49,53,14,45,61,82,-1312.9521314419903,1260.868798108657,10
72,70,71,61,22,25,18,15,17,26,65,93,94,92,73,83,84,77,86,88,82,81,90,89,80,85,76,69,91,78,58,68,16,3,5,87,79,95,12,14,9,6,4,7,8,11,13,10,44,42,39,40,38,34,36,30,31,35,0,33,29,1,28,2,43,32,37,41,48,49,45,46,51,50,55,56,57,52,54,47,53,24,20,19,21,27,23,59,60,62,63,64,67,66,75,74,-1206.8511845593143,1154.767851225981,10
69,91,78,58,68,16,3,5,87,79,95,12,14,9,6,4,7,8,11,13,10,44,42,39,40,38,34,36,30,31,35,0,33,29,1,28,2,43,32,37,41,48,49,45,46,51,50,55,56,57,52,54,47,53,24,20,19,21,27,23,59,60,62,63,64,67,66,75,74,72,70,71,61,22,25,18,15,17,26,65,93,94,92,73,83,84,77,86,88,82,81,90,89,80,85,76,-1170.123337654277,1118.0400043209438,10
85,76,69,91,78,58,68,16,3,5,87,79,95,12,14,9,6,4,7,8,11,13,10,44,42,39,40,38,34,36,30,31,35,0,33,29,1,28,2,43,32,37,41,48,49,45,46,51,50,55,56,57,52,54,47,53,24,20,19,21,27,23,59,60,62,63,64,67,66,75,74,72,70,71,61,22,25,18,15,17,26,65,93,94,92,73,83,84,77,86,88,82,81,90,89,80,-1170.123337654277,1118.0400043209438,10
80,85,76,69,91,78,58,68,16,3,5,87,79,95,12,14,9,6,4,7,8,11,13,10,44,42,39,40,38,34,36,30,31,35,0,33,29,1,28,2,43,32,37,41,48,49,45,46,51,50,55,56,57,52,54,47,53,24,20,19,21,27,23,59,60,62,63,64,67,66,75,74,72,70,71,61,22,25,18,15,17,26,65,93,94,92,73,83,84,77,86,88,82,81,90,89,-1170.123337654277,1118.0400043209438,10
73,83,84,77,86,88,82,81,90,89,80,85,76,69,91,78,58,68,16,3,5,87,79,95,12,14,9,6,4,7,8,11,13,10,44,42,39,40,38,34,36,30,31,35,0,33,29,1,28,2,43,32,37,41,48,49,45,46,51,50,55,56,57,52,54,47,53,24,20,19,21,27,23,59,60,62,63,64,67,66,75,74,72,70,71,61,22,25,18,15,17,26,65,93,94,92,-1189.6593469503623,1137.576013617029,10
66,62,26,22,24,23,27,64,65,92,91,67,93,88,86,89,90,81,69,56,57,54,50,48,49,42,51,46,45,41,43,44,10,11,13,14,15,18,21,19,12,9,5,7,3,6,8,2,1,29,28,33,35,30,31,38,34,40,37,36,78,79,55,47,68,53,39,0,32,4,16,95,52,20,94,80,17,25,82,63,61,59,60,70,58,71,74,77,85,84,73,83,87,76,75,72,-1233.4684230786163,1181.385089745283,10
86,89,90,81,69,56,57,54,50,48,49,42,51,46,45,41,43,44,10,11,13,14,15,18,21,19,12,9,5,7,3,6,8,2,1,29,28,33,35,30,31,38,34,40,37,36,78,79,55,47,68,53,39,0,32,4,16,95,52,20,94,80,17,25,82,63,61,59,60,70,58,71,74,77,85,84,73,83,87,76,75,72,66,62,26,22,24,23,27,64,65,92,91,67,93,88,-1286.438242554138,1234.3549092208048,10
63,61,59,60,70,58,71,74,77,85,84,73,83,87,76,75,72,66,62,26,22,24,23,27,64,65,92,91,67,93,88,86,89,90,81,69,56,57,54,50,48,49,42,51,46,45,41,43,44,10,11,13,14,15,18,21,19,12,9,5,7,3,6,8,2,1,29,28,33,35,30,31,38,34,40,37,36,78,79,55,47,68,53,39,0,32,4,16,95,52,20,94,80,17,25,82,-1348.0418561742756,1295.9585228409424,10
40,37,36,78,79,55,47,68,53,39,0,32,4,16,95,52,20,94,80,17,25,82,63,61,59,60,70,58,71,74,77,85,84,73,83,87,76,75,72,66,62,26,22,24,23,27,64,65,92,91,67,93,88,86,89,90,81,69,56,57,54,50,48,49,42,51,46,45,41,43,44,10,11,13,14,15,18,21,19,12,9,5,7,3,6,8,2,1,29,28,33,35,30,31,38,34,-1244.413559753033,1192.3302264196998,10
27,64,65,92,91,67,93,88,86,89,90,81,69,56,57,54,50,48,49,42,51,46,45,41,43,44,10,11,13,14,15,18,21,19,12,9,5,7,3,6,8,2,1,29,28,33,35,30,31,38,34,40,37,36,78,79,55,47,68,53,39,0,32,4,16,95,52,20,94,80,17,25,82,63,61,59,60,70,58,71,74,77,85,84,73,83,87,76,75,72,66,62,26,22,24,23,-1205.4330813091547,1153.3497479758214,10
87,77,83,81,85,84,73,75,72,76,74,86,91,92,94,93,65,66,64,67,62,26,63,71,61,60,58,24,59,70,55,42,33,3,9,45,23,25,22,20,16,18,19,17,15,5,46,21,95,40,82,79,88,38,78,27,1,56,0,30,31,36,35,28,32,43,39,41,48,51,52,57,53,47,44,10,13,12,14,11,8,4,7,6,2,29,37,34,49,54,50,68,69,80,90,89,-1362.2600793724205,1310.1767460390872,10
60,58,24,59,70,55,42,33,3,9,45,23,25,22,20,16,18,19,17,15,5,46,21,95,40,82,79,88,38,78,27,1,56,0,30,31,36,35,28,32,43,39,41,48,51,52,57,53,47,44,10,13,12,14,11,8,4,7,6,2,29,37,34,49,54,50,68,69,80,90,89,87,77,83,81,85,84,73,75,72,76,74,86,91,92,94,93,65,66,64,67,62,26,63,71,61,-1320.6698783040881,1268.5865449707549,10
78,27,1,56,0,30,31,36,35,28,32,43,39,41,48,51,52,57,53,47,44,10,13,12,14,11,8,4,7,6,2,29,37,34,49,54,50,68,69,80,90,89,87,77,83,81,85,84,73,75,72,76,74,86,91,92,94,93,65,66,64,67,62,26,63,71,61,60,58,24,59,70,55,42,33,3,9,45,23,25,22,20,16,18,19,17,15,5,46,21,95,40,82,79,88,38,-1267.529673317747,1215.4463399844137,10
10,13,12,14,11,8,4,7,6,2,29,37,34,49,54,50,68,69,80,90,89,87,77,83,81,85,84,73,75,72,76,74,86,91,92,94,93,65,66,64,67,62,26,63,71,61,60,58,24,59,70,55,42,33,3,9,45,23,25,22,20,16,18,19,17,15,5,46,21,95,40,82,79,88,38,78,27,1,56,0,30,31,36,35,28,32,43,39,41,48,51,52,57,53,47,44,-1324.8771124452912,1272.793779111958,10
16,18,19,17,15,5,46,21,95,40,82,79,88,38,78,27,1,56,0,30,31,36,35,28,32,43,39,41,48,51,52,57,53,47,44,10,13,12,14,11,8,4,7,6,2,29,37,34,49,54,50,68,69,80,90,89,87,77,83,81,85,84,73,75,72,76,74,86,91,92,94,93,65,66,64,67,62,26,63,71,61,60,58,24,59,70,55,42,33,3,9,45,23,25,22,20,-1297.782379223815,1245.6990458904818,10
63,64,27,23,24,59,53,68,71,75,70,62,58,60,26,65,95,21,20,17,18,19,22,25,15,16,9,8,11,6,4,7,5,1,29,0,31,28,35,37,36,34,3,2,13,57,14,30,79,72,89,78,55,12,38,93,94,54,52,50,42,49,45,48,40,43,39,41,33,32,10,44,47,51,46,56,69,81,90,82,80,86,85,87,77,83,73,76,84,88,74,91,92,66,67,61,-1287.1776180688191,1235.0942847354859,10
14,30,79,72,89,78,55,12,38,93,94,54,52,50,42,49,45,48,40,43,39,41,33,32,10,44,47,51,46,56,69,81,90,82,80,86,85,87,77,83,73,76,84,88,74,91,92,66,67,61,63,64,27,23,24,59,53,68,71,75,70,62,58,60,26,65,95,21,20,17,18,19,22,25,15,16,9,8,11,6,4,7,5,1,29,0,31,28,35,37,36,34,3,2,13,57,-1235.430051641721,1183.3467183083878,10
21,20,17,18,19,22,25,15,16,9,8,11,6,4,7,5,1,29,0,31,28,35,37,36,34,3,2,13,57,14,30,79,72,89,78,55,12,38,93,94,54,52,50,42,49,45,48,40,43,39,41,33,32,10,44,47,51,46,56,69,81,90,82,80,86,85,87,77,83,73,76,84,88,74,91,92,66,67,61,63,64,27,23,24,59,53,68,71,75,70,62,58,60,26,65,95,-1277.7759999168184,1225.692666583485,10
40,43,39,41,33,32,10,44,47,51,46,56,69,81,90,82,80,86,85,87,77,83,73,76,84,88,74,91,92,66,67,61,63,64,27,23,24,59,53,68,71,75,70,62,58,60,26,65,95,21,20,17,18,19,22,25,15,16,9,8,11,6,4,7,5,1,29,0,31,28,35,37,36,34,3,2,13,57,14,30,79,72,89,78,55,12,38,93,94,54,52,50,42,49,45,48,-1271.95451712631,1219.8711837929768,10
68,71,75,70,62,58,60,26,65,95,21,20,17,18,19,22,25,15,16,9,8,11,6,4,7,5,1,29,0,31,28,35,37,36,34,3,2,13,57,14,30,79,72,89,78,55,12,38,93,94,54,52,50,42,49,45,48,40,43,39,41,33,32,10,44,47,51,46,56,69,81,90,82,80,86,85,87,77,83,73,76,84,88,74,91,92,66,67,61,63,64,27,23,24,59,53,-1259.8475888485812,1207.764255515248,10
47,59,62,61,66,63,60,67,71,72,73,76,85,77,86,83,81,90,80,89,87,88,75,91,94,95,93,65,74,58,68,69,70,57,55,39,1,2,5,3,9,12,8,7,10,13,15,17,21,20,19,25,27,64,22,18,23,14,16,26,92,24,84,82,79,6,78,32,11,29,4,36,37,31,28,30,0,34,35,43,33,38,40,48,41,42,50,49,52,46,53,56,54,45,44,51,-1257.5841234647883,1205.500790131455,10
12,8,7,10,13,15,17,21,20,19,25,27,64,22,18,23,14,16,26,92,24,84,82,79,6,78,32,11,29,4,36,37,31,28,30,0,34,35,43,33,38,40,48,41,42,50,49,52,46,53,56,54,45,44,51,47,59,62,61,66,63,60,67,71,72,73,76,85,77,86,83,81,90,80,89,87,88,75,91,94,95,93,65,74,58,68,69,70,57,55,39,1,2,5,3,9,-1308.9949737956813,1256.911640462348,10
73,76,85,77,86,83,81,90,80,89,87,88,75,91,94,95,93,65,74,58,68,69,70,57,55,39,1,2,5,3,9,12,8,7,10,13,15,17,21,20,19,25,27,64,22,18,23,14,16,26,92,24,84,82,79,6,78,32,11,29,4,36,37,31,28,30,0,34,35,43,33,38,40,48,41,42,50,49,52,46,53,56,54,45,44,51,47,59,62,61,66,63,60,67,71,72,-1273.8077412669181,1221.7244079335849,10
62,61,66,63,60,67,71,72,73,76,85,77,86,83,81,90,80,89,87,88,75,91,94,95,93,65,74,58,68,69,70,57,55,39,1,2,5,3,9,12,8,7,10,13,15,17,21,20,19,25,27,64,22,18,23,14,16,26,92,24,84,82,79,6,78,32,11,29,4,36,37,31,28,30,0,34,35,43,33,38,40,48,41,42,50,49,52,46,53,56,54,45,44,51,47,59,-1281.3943501988065,1229.3110168654732,10
27,64,22,18,23,14,16,26,92,24,84,82,79,6,78,32,11,29,4,36,37,31,28,30,0,34,35,43,33,38,40,48,41,42,50,49,52,46,53,56,54,45,44,51,47,59,62,61,66,63,60,67,71,72,73,76,85,77,86,83,81,90,80,89,87,88,75,91,94,95,93,65,74,58,68,69,70,57,55,39,1,2,5,3,9,12,8,7,10,13,15,17,21,20,19,25,-1293.315948219019,1241.2326148856857,10
24,46,45,44,43,39,48,41,42,49,50,40,37,36,34,30,31,28,1,4,2,5,6,32,35,0,38,52,54,56,69,58,70,60,71,75,74,77,87,89,88,83,86,84,72,81,80,90,82,55,53,57,47,59,61,63,62,66,76,91,94,92,73,85,64,26,27,95,65,22,10,3,29,78,51,68,23,12,33,16,93,79,67,7,8,11,13,9,14,15,17,19,21,25,20,18,-1278.0013012071558,1225.9179678738226,10
12,33,16,93,79,67,7,8,11,13,9,14,15,17,19,21,25,20,18,24,46,45,44,43,39,48,41,42,49,50,40,37,36,34,30,31,28,1,4,2,5,6,32,35,0,38,52,54,56,69,58,70,60,71,75,74,77,87,89,88,83,86,84,72,81,80,90,82,55,53,57,47,59,61,63,62,66,76,91,94,92,73,85,64,26,27,95,65,22,10,3,29,78,51,68,23,-1302.2274115441835,1250.1440782108502,10
3,29,78,51,68,23,12,33,16,93,79,67,7,8,11,13,9,14,15,17,19,21,25,20,18,24,46,45,44,43,39,48,41,42,49,50,40,37,36,34,30,31,28,1,4,2,5,6,32,35,0,38,52,54,56,69,58,70,60,71,75,74,77,87,89,88,83,86,84,72,81,80,90,82,55,53,57,47,59,61,63,62,66,76,91,94,92,73,85,64,26,27,95,65,22,10,-1326.3447950870504,1274.2614617537172,10
42,49,50,40,37,36,34,30,31,28,1,4,2,5,6,32,35,0,38,52,54,56,69,58,70,60,71,75,74,77,87,89,88,83,86,84,72,81,80,90,82,55,53,57,47,59,61,63,62,66,76,91,94,92,73,85,64,26,27,95,65,22,10,3,29,78,51,68,23,12,33,16,93,79,67,7,8,11,13,9,14,15,17,19,21,25,20,18,24,46,45,44,43,39,48,41,-1280.365220683939,1228.2818873506058,10
18,24,46,45,44,43,39,48,41,42,49,50,40,37,36,34,30,31,28,1,4,2,5,6,32,35,0,38,52,54,56,69,58,70,60,71,75,74,77,87,89,88,83,86,84,72,81,80,90,82,55,53,57,47,59,61,63,62,66,76,91,94,92,73,85,64,26,27,95,65,22,10,3,29,78,51,68,23,12,33,16,93,79,67,7,8,11,13,9,14,15,17,19,21,25,20,-1301.0095941185325,1248.9262607851992,10
14,12,10,32,34,37,31,35,33,30,28,29,2,7,3,8,5,1,4,13,6,11,44,45,36,0,16,17,22,9,20,91,71,51,77,90,78,25,94,79,87,88,84,83,73,85,89,86,82,69,58,55,52,54,48,40,39,43,42,38,41,50,49,47,24,53,46,57,56,68,70,60,62,59,23,21,26,63,65,66,64,95,92,75,74,72,81,80,76,67,93,61,27,18,19,15,-1393.0607810764816,1340.9774477431483,10
26,63,65,66,64,95,92,75,74,72,81,80,76,67,93,61,27,18,19,15,14,12,10,32,34,37,31,35,33,30,28,29,2,7,3,8,5,1,4,13,6,11,44,45,36,0,16,17,22,9,20,91,71,51,77,90,78,25,94,79,87,88,84,83,73,85,89,86,82,69,58,55,52,54,48,40,39,43,42,38,41,50,49,47,24,53,46,57,56,68,70,60,62,59,23,21,-1350.3829299862393,1298.299596652906,10
52,54,48,40,39,43,42,38,41,50,49,47,24,53,46,57,56,68,70,60,62,59,23,21,26,63,65,66,64,95,92,75,74,72,81,80,76,67,93,61,27,18,19,15,14,12,10,32,34,37,31,35,33,30,28,29,2,7,3,8,5,1,4,13,6,11,44,45,36,0,16,17,22,9,20,91,71,51,77,90,78,25,94,79,87,88,84,83,73,85,89,86,82,69,58,55,-1327.3737825061446,1275.2904491728113,10
